Status;Model_Prediction;Prediction_Confidence;Prediction_Correct;Gender;Gender_Label;Age_at_enrollment;Marital_status;International;International_Label;Displaced;Displaced_Label;Course;Admission_grade;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Educational_special_needs;Educational_special_needs_Label;Scholarship_holder;Scholarship_holder_Label;Tuition_fees_up_to_date;Tuition_fees_up_to_date_Label;Debtor;Debtor_Label;Daytime_evening_attendance;Daytime_evening_attendance_Label;Probability_Dropout;Probability_Enrolled;Probability_Graduate
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9085;119.1;6;13.28571428571429;6;11.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;20.95;100.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;171;151.3;12;12.75;11;13.25;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;0.31;99.0
Enrolled;Graduate;59.0;0;0;👩 Perempuan (Female);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9238;108.3;2;10.5;5;12.4;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;41.0;60.47;59.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9853;127.4;7;12.71428571428571;7;12.28571428571429;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;0.0;6.32;100.0
Graduate;Graduate;97.0;1;0;👩 Perempuan (Female);23;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;124.0;8;12.88625;8;12.88625;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;3.0;6.4;97.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;155.0;5;13.0;6;12.66666666666667;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;5.9;100.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;114.0;5;12.2;5;11.2;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;6.7;99.0
Enrolled;Graduate;51.0;0;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9147;118.9;4;12.8;3;14.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;49.0;38.98;51.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9085;160.0;11;13.78571428571429;9;13.88888888888889;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;2.82;100.0
Enrolled;Dropout;68.0;0;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;126.1;0;0.0;4;13.25;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;68.0;65.19;32.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;136.5;8;14.50125;8;14.50125;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;1.67;100.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);19;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;122.3;6;14.35;6;14.35;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;12.7;99.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;128.0;6;11.5;6;12.33333333333333;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;3.95;100.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9238;156.5;6;11.71428571428571;6;14.66666666666667;1;⚠️ Ya - Kebutuhan Khusus;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;2.77;99.0
Enrolled;Dropout;85.0;0;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9670;125.7;6;13.57142857142857;5;13.6;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;85.0;17.76;15.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9773;143.0;5;13.0;6;13.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;9.34;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;131.9;7;13.56875;8;14.02625;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;2.08;100.0
Enrolled;Dropout;78.0;0;0;👩 Perempuan (Female);32;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9991;113.7;5;10.2;4;11.25;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;78.0;31.1;22.0
Graduate;Graduate;96.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;171;155.1;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;4.0;18.62;96.0
Enrolled;Dropout;90.0;0;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9853;121.1;5;12.2;5;11.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;90.0;28.22;10.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;130.3;8;14.15375;8;14.15375;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;1.91;100.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;123.3;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;100.0;2.34;0.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;117.4;6;13.83333333333333;6;12.83333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;7.32;100.0
Enrolled;Dropout;80.0;0;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9670;140.3;6;13.42857142857143;4;14.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;80.0;25.15;20.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;120.0;7;12.45428571428572;7;12.45428571428572;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;12.09;100.0
Enrolled;Dropout;65.0;0;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;133.4;1;11.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;65.0;18.25;35.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;126.7;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;0.99;0.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;129.3;6;13.27166666666667;7;12.94375;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;13.93;99.0
Enrolled;Dropout;84.0;0;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;125.7;6;13.54833333333333;6;14.775;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;84.0;28.94;16.0
Enrolled;Dropout;87.0;0;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9773;144.8;6;12.16666666666667;6;12.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;87.0;7.87;13.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9254;98.6;2;11.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;12.4;0.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9853;126.9;7;13.28571428571429;7;14.42857142857143;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;2.53;100.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9238;146.7;6;13.33333333333333;6;14.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;3.45;99.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);21;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;117.0;8;13.2575;8;13.2575;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;2.41;100.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);23;1;0;🇵🇹 Domestik;1;📍 Pindah;9085;130.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;8.88;0.0
Dropout;Dropout;98.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9238;125.8;6;12.66666666666667;2;11.5;0;✓ Tidak;1;✅ Dengan Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;98.0;13.34;2.0
Dropout;Dropout;73.0;1;0;👩 Perempuan (Female);30;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9991;160.0;5;14.6;5;15.4;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;73.0;9.62;27.0
Dropout;Dropout;99.0;1;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9085;134.2;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;99.0;28.99;1.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);29;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;96.0;3;12.33333333333333;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;100.0;1.14;0.0
Enrolled;Dropout;64.0;0;0;👩 Perempuan (Female);24;1;0;🇵🇹 Domestik;1;📍 Pindah;9147;101.8;5;10.8;2;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;64.0;37.26;36.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9238;125.2;6;11.66666666666667;6;11.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;12.38;100.0
Dropout;Dropout;86.0;1;0;👩 Perempuan (Female);27;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;8014;100.0;4;12.5;6;14.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;86.0;19.59;14.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);23;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;140.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;6.0;0.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);23;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9070;120.0;6;15.33333333333333;6;14.16666666666667;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;7.4;99.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;134.3;7;14.2;7;14.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;10.4;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;144.7;6;14.83333333333333;6;14.66666666666667;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;2.46;100.0
Dropout;Dropout;96.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;131.9;7;13.64285714285714;8;14.3875;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;96.0;4.26;4.0
Dropout;Dropout;90.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;136.7;6;13.83333333333333;6;14.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;90.0;4.01;10.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9070;129.8;6;11.83333333333333;6;13.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;8.87;100.0
Graduate;Graduate;98.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9773;146.5;6;13.42857142857143;6;13.5;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.0;5.6;98.0
Enrolled;Dropout;53.0;0;0;👩 Perempuan (Female);29;1;0;🇵🇹 Domestik;1;📍 Pindah;9991;122.5;8;10.5;9;10.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;53.0;24.87;47.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);24;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9556;117.8;6;11.41666666666667;8;11.9625;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;11.34;100.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9556;106.0;2;12.75;2;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;39.9;0.0
Enrolled;Dropout;84.0;0;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9556;119.0;6;11.15;7;12.81428571428572;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;84.0;12.46;16.0
Enrolled;Graduate;72.0;0;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9670;115.1;3;11.66666666666667;5;13.625;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;28.0;49.41;72.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9254;116.9;6;11.5;5;12.4;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;16.8;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9773;141.7;6;13.83333333333333;6;12.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;7.61;100.0
Dropout;Dropout;98.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9070;127.7;6;11.71428571428571;4;11.33333333333333;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;98.0;20.56;2.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;122.1;7;11.67857142857143;7;13.0375;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;5.93;99.0
Dropout;Dropout;96.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9085;153.5;6;15.71428571428571;6;14.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;96.0;7.52;4.0
Graduate;Graduate;93.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;171;141.4;0;0.0;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;7.0;12.93;93.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9773;135.8;6;13.0;6;13.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;4.16;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;127.5;7;14.48571428571429;8;14.58888888888889;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;2.74;100.0
Enrolled;Dropout;77.0;0;0;👩 Perempuan (Female);24;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9991;151.6;5;12.28571428571429;5;12.125;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;77.0;18.75;23.0
Enrolled;Dropout;81.0;0;0;👩 Perempuan (Female);28;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;121.4;4;13.375;5;13.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;81.0;45.73;19.0
Graduate;Graduate;99.0;1;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;100.0;7;11.57142857142857;7;11.57142857142857;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.0;21.66;99.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;131.5;7;12.65714285714286;7;12.65714285714286;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;3.94;100.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);22;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;109.3;2;10.0;1;10.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;100.0;11.15;0.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9238;127.9;6;13.71428571428571;6;13.16666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;6.85;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);36;1;0;🇵🇹 Domestik;1;📍 Pindah;9238;140.0;13;13.07142857142857;11;13.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;5.17;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9003;160.0;6;15.33333333333333;6;14.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;2.38;100.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);18;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9238;119.8;5;11.57142857142857;6;12.14285714285714;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;20.43;100.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);40;4;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9991;153.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;0;🌙 Evening;100.0;0.84;0.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;125.0;6;12.9;6;12.9;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;7.7;100.0
Enrolled;Dropout;77.0;0;0;👩 Perempuan (Female);38;4;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9500;103.7;5;13.126;5;13.126;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;77.0;44.51;23.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);32;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9085;120.0;4;11.5;3;11.66666666666667;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;16.44;0.0
Enrolled;Graduate;58.0;0;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9853;146.0;3;10.33333333333333;5;11.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;42.0;56.39;58.0
Graduate;Graduate;100.0;1;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9070;116.9;6;13.5;6;13.42857142857143;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.0;9.59;100.0
Dropout;Dropout;100.0;1;0;👩 Perempuan (Female);35;2;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9147;117.9;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;100.0;4.6;0.0
Enrolled;Graduate;66.0;0;0;👩 Perempuan (Female);20;1;0;🇵🇹 Domestik;1;📍 Pindah;9147;128.6;4;12.0;2;11.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;34.0;26.62;66.0
Graduate;Graduate;98.0;1;0;👩 Perempuan (Female);29;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9853;135.0;7;11.14285714285714;8;11.375;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.0;11.13;98.0
Enrolled;Dropout;78.0;0;0;👩 Perempuan (Female);29;1;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;9991;124.6;5;11.4;4;10.25;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;78.0;26.82;22.0
Enrolled;Dropout;91.0;0;0;👩 Perempuan (Female);19;1;0;🇵🇹 Domestik;1;📍 Pindah;9500;124.0;7;12.77142857142857;7;12.77142857142857;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;91.0;4.52;9.0
