Status;Model_Prediction;Prediction_Confidence;Prediction_Correct;Gender;Gender_Label;Age_at_enrollment;International;International_Label;Displaced;Displaced_Label;Marital_status;Course;Admission_grade;Curricular_units_1st_sem_approved;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_approved;Curricular_units_2nd_sem_grade;Educational_special_needs;Special_Needs_Label;Scholarship_holder;Scholarship_Label;Tuition_fees_up_to_date;Tuition_Label;Debtor;Debtor_Label;Daytime_evening_attendance;Attendance_Label;Probability_Dropout;Probability_Enrolled;Probability_Graduate
Dropout;Graduate;49.73;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;128.5;6;13.066666666666668;6;13.066666666666668;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;25.77;24.51;49.73
Graduate;Graduate;80.56;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9070;132.2;6;13.833333333333334;6;13.875;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;3.3;16.14;80.56
Dropout;Dropout;97.73;1;0;👩 Perempuan (Female);43;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;4;9500;130.0;3;13.833333333333334;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;97.73;2.25;0.01
Graduate;Graduate;85.29;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9130;129.3;5;11.8;5;13.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.05;9.65;85.29
Enrolled;Graduate;98.92;0;1;👨 Laki-laki (Male);19;0;🇵🇹 Domestik;1;📍 Pindah;1;171;128.2;12;13.333333333333334;10;12.818181818181818;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.11;0.98;98.92
Graduate;Graduate;94.13;1;1;👨 Laki-laki (Male);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;130.3;8;13.74625;8;13.74625;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.49;4.38;94.13
Dropout;Dropout;44.31;1;1;👨 Laki-laki (Male);19;0;🇵🇹 Domestik;1;📍 Pindah;1;171;162.5;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;44.31;16.76;38.93
Dropout;Dropout;97.83;1;1;👨 Laki-laki (Male);38;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;8014;130.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;97.83;2.16;0.01
Dropout;Dropout;97.47;1;1;👨 Laki-laki (Male);37;0;🇵🇹 Domestik;1;📍 Pindah;2;9130;110.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;97.47;2.53;0.0
Graduate;Graduate;81.4;1;0;👩 Perempuan (Female);26;0;🇵🇹 Domestik;1;📍 Pindah;1;9670;142.3;6;13.333333333333334;5;14.5;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;4.71;13.9;81.4
Enrolled;Enrolled;49.72;1;0;👩 Perempuan (Female);21;0;🇵🇹 Domestik;1;📍 Pindah;1;9238;122.0;1;10.0;5;11.4;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;32.28;49.72;18.0
Graduate;Graduate;95.81;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;153.6;6;15.666666666666666;6;15.285714285714286;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.74;3.44;95.81
Graduate;Graduate;89.59;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9853;112.9;7;11.857142857142858;7;11.857142857142858;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.07;8.34;89.59
Graduate;Graduate;84.07;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9085;124.1;5;14.5;5;13.6;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.98;13.96;84.07
Graduate;Graduate;89.99;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9238;129.7;6;12.166666666666666;6;13.714285714285714;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;3.18;6.83;89.99
Graduate;Graduate;75.17;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9773;110.0;5;12.6;6;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;6.2;18.63;75.17
Enrolled;Graduate;71.82;0;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;136.3;7;12.285714285714286;7;12.285714285714286;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.2;22.98;71.82
Graduate;Graduate;86.84;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9238;146.0;6;12.666666666666666;6;13.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;0.44;12.72;86.84
Dropout;Dropout;98.29;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9500;129.9;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;98.29;1.7;0.0
Graduate;Graduate;72.15;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;140.9;6;12.857142857142858;4;13.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;10.82;17.03;72.15
Graduate;Graduate;86.34;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;9500;135.5;7;13.9;7;13.9;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.7;10.96;86.34
Graduate;Graduate;91.53;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;122.0;7;13.817142857142857;7;13.817142857142857;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.4;6.07;91.53
Graduate;Graduate;85.83;1;0;👩 Perempuan (Female);22;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9556;140.0;6;13.314285714285717;7;12.875;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.24;11.93;85.83
Dropout;Dropout;96.1;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9130;163.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;96.1;3.87;0.03
Graduate;Graduate;93.12;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;107.4;6;12.166666666666666;6;12.166666666666666;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.78;4.09;93.12
Dropout;Dropout;78.83;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;114.3;4;11.25;3;11.333333333333334;0;✓ Tidak;1;✅ Dengan Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;78.83;19.28;1.89
Enrolled;Graduate;75.38;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9070;140.8;5;12.4;6;12.75;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;4.22;20.4;75.38
Graduate;Graduate;94.67;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9773;126.3;6;14.666666666666666;6;14.571428571428571;1;⚠️ Ya - Kebutuhan Khusus;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.52;3.81;94.67
Dropout;Enrolled;70.17;0;0;👩 Perempuan (Female);28;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9085;110.0;4;12.0;4;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;18.86;70.17;10.97
Graduate;Enrolled;73.47;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9085;126.2;6;14.0;3;12.666666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.99;73.47;24.54
Enrolled;Graduate;60.01;0;0;👩 Perempuan (Female);22;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9003;140.0;6;12.571428571428571;4;13.666666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;10.79;29.21;60.01
Graduate;Graduate;80.22;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;123.0;6;15.538461538461538;6;12.625;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;4.17;15.61;80.22
Dropout;Dropout;99.7;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9773;157.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;99.7;0.3;0.0
Graduate;Graduate;92.13;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9130;149.7;6;15.0;6;14.833333333333334;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.49;6.38;92.13
Graduate;Graduate;59.34;1;0;👩 Perempuan (Female);22;0;🇵🇹 Domestik;1;📍 Pindah;1;9130;140.0;4;12.25;5;13.285714285714286;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;9.53;31.13;59.34
Graduate;Graduate;97.49;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9085;170.0;11;15.692307692307692;9;15.555555555555555;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.33;2.19;97.49
Graduate;Graduate;85.54;1;0;👩 Perempuan (Female);24;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9991;130.2;5;12.285714285714286;5;12.75;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;3.26;11.19;85.54
Enrolled;Dropout;60.09;0;0;👩 Perempuan (Female);22;0;🇵🇹 Domestik;1;📍 Pindah;1;171;135.5;12;11.833333333333334;11;11.25;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;60.09;36.36;3.55
Enrolled;Graduate;74.18;0;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;8014;118.3;6;12.166666666666666;5;14.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;7.89;17.94;74.18
Graduate;Graduate;95.02;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9556;116.3;7;11.88888888888889;8;11.95625;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;0.83;4.15;95.02
Dropout;Dropout;99.71;1;0;👩 Perempuan (Female);35;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;8014;120.0;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;0;🌙 Evening;99.71;0.29;0.0
Graduate;Graduate;92.62;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9670;154.7;5;11.8;5;12.6;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.49;5.89;92.62
Graduate;Graduate;82.97;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9238;132.7;6;11.166666666666666;6;11.666666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;3.37;13.66;82.97
Graduate;Graduate;92.24;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9500;130.8;7;14.05714285714286;8;14.6;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.22;6.55;92.24
Dropout;Enrolled;61.51;0;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;122.7;4;11.75;4;10.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;21.08;61.51;17.42
Enrolled;Graduate;88.64;0;0;👩 Perempuan (Female);31;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;9238;130.0;6;13.166666666666666;6;13.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.24;9.12;88.64
Graduate;Graduate;94.65;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9238;123.6;6;13.5;6;14.0;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.29;4.06;94.65
Graduate;Graduate;95.62;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;116.5;7;12.625;8;13.0625;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.24;3.15;95.62
Dropout;Dropout;97.52;1;0;👩 Perempuan (Female);21;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9085;111.1;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;97.52;2.47;0.01
Graduate;Graduate;92.95;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;136.3;7;13.971428571428572;7;13.971428571428572;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.26;4.79;92.95
Dropout;Dropout;97.75;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9070;129.8;2;11.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;97.75;2.22;0.03
Graduate;Graduate;82.78;1;0;👩 Perempuan (Female);33;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;9991;134.7;5;12.8;5;15.333333333333334;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;7.31;9.91;82.78
Enrolled;Graduate;87.25;0;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;9670;131.8;6;13.571428571428571;5;12.8;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.28;7.47;87.25
Dropout;Dropout;83.57;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;1;📍 Pindah;1;171;126.8;0;0.0;0;0.0;0;✓ Tidak;1;✅ Dengan Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;83.57;5.5;10.93
Enrolled;Enrolled;60.29;1;0;👩 Perempuan (Female);21;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9085;130.7;2;11.5;4;11.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;1;⚠️ Debtor;1;☀️ Daytime;29.28;60.29;10.43
Enrolled;Dropout;40.85;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9254;109.8;4;11.25;4;12.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;40.85;37.03;22.12
Graduate;Graduate;77.81;1;0;👩 Perempuan (Female);28;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9991;133.9;5;13.714285714285714;5;13.142857142857142;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;8.22;13.97;77.81
Dropout;Dropout;99.01;1;0;👩 Perempuan (Female);29;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;9147;109.9;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;1;☀️ Daytime;99.01;0.98;0.0
Dropout;Dropout;91.71;1;0;👩 Perempuan (Female);36;0;🇵🇹 Domestik;1;📍 Pindah;1;9130;160.0;6;12.0;3;14.666666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;1;☀️ Daytime;91.71;7.02;1.27
Graduate;Graduate;95.63;1;0;👩 Perempuan (Female);32;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;8014;106.5;6;12.666666666666666;6;13.333333333333334;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;1.32;3.06;95.63
Enrolled;Graduate;90.34;0;0;👩 Perempuan (Female);25;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;120.0;7;13.29;7;13.29;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.47;8.18;90.34
Enrolled;Dropout;41.64;0;0;👩 Perempuan (Female);33;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;9991;107.8;8;10.375;9;10.444444444444445;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;41.64;26.54;31.82
Dropout;Dropout;95.31;1;0;👩 Perempuan (Female);34;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;8014;100.0;3;12.0;1;13.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;0;✅ Non-Debtor;0;🌙 Evening;95.31;4.68;0.01
Graduate;Graduate;76.88;1;0;👩 Perempuan (Female);33;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;8014;112.5;5;11.4;6;11.166666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;7.81;15.32;76.88
Dropout;Dropout;88.6;1;0;👩 Perempuan (Female);29;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9991;135.5;2;13.25;3;12.6;0;✓ Tidak;0;❌ Tanpa Beasiswa;0;⚠️ Belum/Menunggak;1;⚠️ Debtor;0;🌙 Evening;88.6;11.21;0.19
Dropout;Dropout;85.88;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9500;145.0;6;13.861666666666666;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;85.88;14.06;0.07
Graduate;Graduate;94.43;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9773;119.0;6;12.166666666666666;6;12.142857142857142;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.73;3.84;94.43
Graduate;Graduate;52.84;1;0;👩 Perempuan (Female);38;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;2;9238;130.0;4;13.75;6;14.5;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;12.87;34.29;52.84
Graduate;Graduate;91.08;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;126.3;6;15.433333333333332;6;15.433333333333332;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;3.15;5.77;91.08
Graduate;Graduate;97.24;1;0;👩 Perempuan (Female);39;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;4;8014;113.5;6;13.833333333333334;6;15.5;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;0.78;1.98;97.24
Graduate;Graduate;55.81;1;0;👩 Perempuan (Female);37;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9991;120.0;12;11.833333333333334;11;11.363636363636363;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;0;🌙 Evening;34.23;9.97;55.81
Dropout;Dropout;98.62;1;0;👩 Perempuan (Female);32;0;🇵🇹 Domestik;1;📍 Pindah;1;9556;111.3;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;98.62;1.38;0.0
Dropout;Dropout;93.53;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9238;130.2;0;0.0;0;0.0;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;93.53;6.38;0.09
Enrolled;Graduate;86.96;0;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9556;140.2;7;12.333333333333334;8;12.625;1;⚠️ Ya - Kebutuhan Khusus;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.63;10.41;86.96
Graduate;Graduate;90.79;1;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9070;113.9;6;11.166666666666666;6;12.166666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;3.42;5.79;90.79
Graduate;Graduate;92.62;1;0;👩 Perempuan (Female);23;0;🇵🇹 Domestik;1;📍 Pindah;1;9085;99.0;6;14.666666666666666;6;12.428571428571429;0;✓ Tidak;1;✅ Dengan Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;1.97;5.41;92.62
Enrolled;Graduate;57.74;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9147;124.0;5;11.2;4;11.75;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;12.01;30.24;57.74
Graduate;Graduate;90.89;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9238;138.9;6;13.714285714285714;6;14.166666666666666;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;2.12;6.99;90.89
Graduate;Graduate;72.84;1;1;👨 Laki-laki (Male);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9147;130.0;5;12.8;5;11.444444444444445;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;9.1;18.06;72.84
Graduate;Enrolled;44.22;0;0;👩 Perempuan (Female);20;0;🇵🇹 Domestik;1;📍 Pindah;1;9773;120.8;4;13.25;5;11.8;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;22.18;44.22;33.6
Dropout;Graduate;56.94;0;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;127.8;6;13.78;6;13.78;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;18.41;24.66;56.94
Graduate;Graduate;84.11;1;0;👩 Perempuan (Female);19;0;🇵🇹 Domestik;1;📍 Pindah;1;9500;126.0;7;15.11;7;15.11;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;5.26;10.63;84.11
Graduate;Graduate;45.82;1;0;👩 Perempuan (Female);18;0;🇵🇹 Domestik;0;🏠 Tidak Pindah;1;9238;126.0;4;11.0;5;11.2;0;✓ Tidak;0;❌ Tanpa Beasiswa;1;✅ Bayar Tepat Waktu;0;✅ Non-Debtor;1;☀️ Daytime;12.73;41.45;45.82
